Elevation,Aspect,Slope,Type
3177,130,29,1
3104,47,10,2
2965,286,9,2
3156,209,12,2
2485,351,44,2
2800,73,6,2
3004,219,10,2
2883,286,9,2
3297,228,27,1
2869,83,30,2
3133,174,9,1
2895,182,7,2
3205,262,22,1
3201,151,2,1
2922,49,5,2
3043,160,10,1
3153,125,11,1
2882,196,20,2
2962,40,11,1
3267,225,4,1
2713,125,17,2
3240,116,10,1
3282,321,19,1
3262,290,25,1
3200,204,11,2
3293,94,12,1
3140,252,10,2
3003,74,10,1
2708,114,11,2
2893,257,16,2
2973,34,13,2
2952,90,11,2
3123,322,8,1
2921,270,8,2
2589,18,2,2
3066,51,10,1
2808,65,5,2
2996,8,9,2
2825,356,10,1
2818,56,10,2
2866,17,12,1
3324,322,28,1
2936,65,10,2
3100,35,13,1
3285,90,15,1
2855,281,1,2
2889,349,8,2
3046,129,10,1
3259,231,3,1
2801,17,5,1
2597,145,13,2
3106,33,10,1
2833,70,17,2
3096,101,17,1
2938,162,6,2
2913,68,5,2
3060,115,18,1
3068,105,7,1
3273,159,13,1
3068,349,19,2
3136,53,10,1
3215,96,6,1
2760,356,17,1
3411,202,8,1
3304,97,17,1
2531,326,14,2
2792,214,11,2
3078,169,17,2
2965,93,15,2
3027,277,8,2
2892,53,10,2
3090,34,14,1
2860,295,19,1
3002,185,20,2
2981,70,13,2
2939,62,10,1
2877,111,7,2
2975,157,19,2
2758,61,11,2
3558,31,18,1
3380,286,7,1
2523,69,11,2
3030,16,4,2
3343,4,19,1
2949,275,9,2
2944,15,11,2
3002,15,9,1
3184,352,13,1
2781,19,9,2
2737,90,9,2
2767,32,15,2
3319,9,18,1
3092,69,16,2
3199,338,17,1
3047,267,9,2
2951,128,8,2
3000,241,5,1
3049,48,14,2
3034,144,6,2
2814,54,15,1
3137,303,16,1
3149,23,12,1
3159,85,10,2
2772,60,10,2
3045,340,14,1
2899,40,4,2
2870,292,22,2
3031,87,13,2
3101,108,11,2
2690,101,15,2
3085,337,6,2
2832,321,21,2
2684,54,9,2
3263,346,14,2
3184,31,19,1
3374,256,34,1
2720,44,15,2
2930,29,6,2
3082,263,31,2
3196,249,8,2
3191,164,15,1
2713,34,19,2
2772,94,26,2
2991,236,16,2
3063,180,3,2
2932,38,11,1
2834,41,10,2
3079,72,2,1
2512,64,6,2
3221,45,1,1
3073,261,6,2
2902,60,16,2
3034,102,21,1
3134,28,9,1
3075,347,5,1
2803,245,13,1
2850,212,11,2
3400,140,12,1
2928,323,5,2
3112,27,14,1
2977,61,15,2
3062,346,8,1
2577,88,7,2
3180,130,20,2
2762,163,13,2
2857,18,8,1
2637,162,6,2
2609,210,13,2
3174,270,10,1
3202,143,7,1
3091,344,6,1
3438,17,10,1
3024,109,12,1
3061,99,8,2
3182,277,15,1
2729,22,17,1
2734,68,17,2
3196,218,11,1
3334,327,15,2
2630,54,2,2
2908,31,14,2
3224,118,20,1
3236,116,6,1
2786,85,5,1
2827,288,14,2
3109,314,16,2
3099,157,2,1
2886,339,15,1
2778,342,20,2
3523,188,2,1
2851,290,22,1
3098,33,20,1
2781,323,17,2
3250,34,14,1
3082,301,6,1
3059,193,4,2
3079,101,4,1
2772,125,8,2
3023,177,16,1
2935,14,16,2
2511,318,18,2
2991,116,16,2
2906,157,5,2
3130,87,23,2
3276,24,11,1
3124,105,11,1
3196,6,10,1
2769,56,12,2
3108,339,13,2
3187,298,6,2
2955,332,12,2
3199,99,9,1
2894,281,11,2
3017,142,11,1
3022,39,10,1
2757,322,10,2
3183,229,5,2
3190,27,2,1
3077,64,13,1
3069,4,11,2
2922,19,13,2
2949,23,10,1
2593,0,10,2
2887,106,12,2
2859,317,30,1
2759,71,12,2
3283,146,24,1
2786,335,27,2
3138,65,13,1
3045,16,4,2
3094,338,5,1
2963,33,14,1
2560,288,15,2
2984,331,11,1
2783,23,21,2
3042,97,6,2
2669,6,7,2
2685,256,10,2
3050,101,15,2
2886,283,27,1
2962,341,21,2
2772,61,21,2
2696,252,18,2
3169,310,8,1
2883,31,12,2
2996,4,14,1
3053,59,11,2
2619,125,15,2
3188,239,11,1
3392,59,4,1
3247,312,6,2
2964,51,13,2
3142,94,13,2
2990,289,17,2
3393,320,24,1
2775,171,17,1
3379,305,9,1
3254,202,15,2
2955,350,18,2
2998,167,9,1
2505,203,19,2
3255,97,8,2
2625,118,16,2
3180,67,17,1
2951,328,23,2
3010,355,3,1
3266,147,29,2
3062,21,14,2
2758,106,23,2
2823,71,11,2
3118,208,16,1
3182,170,17,1
3193,263,6,1
2166,341,21,2
3133,31,23,1
2835,67,12,2
2932,90,8,2
2769,17,11,2
2949,140,15,2
3057,327,17,2
3390,304,3,1
2578,98,7,1
3228,0,3,1
3123,69,11,1
3024,17,17,1
3020,233,33,2
3004,259,15,2
3212,301,10,2
2851,329,6,1
3066,45,8,1
3069,149,12,2
2779,80,20,1
2919,138,17,1
2797,55,13,2
3161,58,23,1
3127,50,36,1
3058,264,7,1
3043,346,7,2
2858,45,6,2
2775,154,18,2
2979,114,9,2
2761,62,15,1
2740,62,14,2
2895,69,18,2
3022,133,12,1
3163,225,5,1
3280,284,2,2
3195,135,4,1
2656,26,21,2
3045,241,19,2
2839,106,13,2
3357,297,4,1
3152,8,5,1
3076,47,9,2
3260,23,12,1
2892,353,10,2
2984,324,20,2
2779,53,12,2
2599,189,11,1
3288,79,14,1
3206,309,9,1
3113,358,7,2
3047,184,14,1
3248,128,3,1
2784,178,15,2
3129,10,13,2
3037,354,6,2
3193,8,2,1
2517,340,15,2
3159,243,19,1
2926,147,16,2
2723,191,32,2
3245,106,17,2
3034,276,17,2
2786,327,23,2
2932,53,40,2
2907,118,29,2
2961,81,10,2
3255,242,14,1
2900,66,17,2
3183,90,3,2
3078,86,15,1
3072,3,18,2
2931,83,11,2
2807,140,16,2
2977,319,15,2
3164,115,4,2
2616,346,20,2
3199,117,5,1
3145,320,14,1
2995,338,9,2
3060,318,6,1
2824,328,19,1
3299,102,23,1
2764,90,2,2
3050,64,10,1
2889,281,5,2
3285,127,10,1
2932,317,16,2
3276,241,11,2
2866,309,10,2
3033,113,16,1
2746,297,4,2
2909,295,21,1
2973,280,9,2
3033,358,18,1
2949,45,13,2
2827,312,26,1
3247,270,8,1
3298,242,6,1
2985,252,5,2
3237,26,19,1
3309,193,9,1
2976,5,11,2
3151,269,10,2
2975,358,14,1
2955,183,9,1
2877,66,17,2
3183,240,10,2
3286,3,16,2
3266,345,19,1
2766,324,18,2
2460,330,24,2
3171,132,12,1
3078,61,12,1
3537,137,13,1
3269,302,6,1
3149,200,20,1
2943,58,6,2
3163,5,11,2
2951,346,11,2
2944,119,6,2
2810,57,11,2
3094,202,16,2
3121,350,11,1
3351,0,12,1
2719,306,6,1
3000,250,9,2
3082,25,18,1
3007,72,19,2
3532,108,14,1
3099,13,15,1
3065,107,16,2
3176,144,22,1
3228,169,5,1
2744,103,8,2
3013,76,8,1
2941,119,12,2
3190,72,7,1
3229,349,15,1
2698,318,23,2
3073,260,9,1
2993,51,6,1
3124,45,4,2
2832,252,25,2
3158,172,7,1
3173,64,21,1
2995,45,3,2
3018,13,24,2
3182,215,11,1
3122,271,28,1
2624,161,9,2
3238,211,6,1
2831,135,4,1
3299,288,6,1
3119,243,5,2
2584,318,16,2
2910,346,10,2
2906,110,21,2
3046,26,19,1
3003,109,12,1
2904,315,4,1
2840,51,10,2
3130,1,12,1
3066,313,8,1
3056,76,17,1
3224,39,9,1
2999,272,12,2
3236,98,9,1
2604,341,11,2
3295,247,5,1
2783,29,7,2
2564,312,23,2
3031,272,9,2
3160,212,17,1
2856,342,20,2
3150,90,18,1
2840,45,3,2
3014,103,11,1
3433,204,11,1
3137,72,6,1
3075,349,9,2
2821,10,13,2
2883,300,9,2
3097,180,12,1
3269,116,13,2
2998,24,28,2
3058,13,4,2
3196,205,16,1
3385,123,10,1
2655,317,19,2
3357,50,4,2
2811,43,11,2
2966,38,3,2
3149,284,14,2
2700,139,32,2
2930,152,10,2
3061,79,14,1
3056,83,13,2
2835,18,6,2
3262,140,22,1
2799,219,9,2
3015,297,6,1
2810,173,10,2
3205,10,4,1
2729,33,8,2
2936,21,16,2
3072,216,8,2
2713,234,38,2
2929,63,7,2
2909,357,17,2
3231,106,14,1
3014,130,11,2
3034,198,10,2
2568,122,16,2
2713,89,10,2
2770,326,2,2
3246,138,14,1
2668,102,10,2
2858,62,17,2
3252,18,15,2
3109,140,8,2
2757,315,14,2
2903,81,10,2
2968,51,10,2
2733,212,10,2
3123,17,9,1
2703,198,15,2
3170,34,9,1
3306,172,16,1
3123,42,13,1
3174,14,11,1
2791,133,11,2
2959,45,11,2
3149,79,11,1
2830,103,19,2
2982,166,14,1
3202,191,10,1
2874,307,31,2
2669,23,9,2
3204,84,20,1
2957,86,25,1
3203,327,27,1
2955,75,22,2
2813,86,11,2
3260,141,3,1
3025,116,18,2
2900,1,10,2
3235,70,10,1
3194,359,12,1
3187,153,13,1
3264,290,5,1
3210,90,4,1
2935,91,19,2
2906,13,12,2
3103,207,22,2
3032,74,18,1
3031,247,10,1
2980,71,12,1
3057,33,22,2
3128,255,7,1
2821,218,14,2
2578,76,20,2
3139,67,20,1
3565,44,26,1
3179,56,14,1
2969,10,16,2
2892,129,12,2
2988,43,22,2
3016,359,10,2
3070,70,7,2
3037,74,8,2
3011,104,2,1
2942,0,11,2
2639,217,20,2
3095,19,14,1
3041,256,10,2
3289,210,8,1
3128,283,14,1
2522,348,16,2
2700,357,23,2
3059,294,26,1
2965,216,12,2
2721,86,9,2
3067,11,5,2
2539,144,16,2
2866,8,24,1
3054,169,16,1
2870,89,11,2
3027,236,5,1
3039,306,10,1
3107,42,7,2
3027,120,11,1
2897,4,15,1
3123,334,10,1
3175,126,16,2
3232,286,7,1
3295,347,23,1
3004,232,6,2
2957,72,2,1
2682,37,10,2
3341,86,12,1
2793,264,7,2
2690,99,5,2
3018,72,18,1
2857,333,8,2
3249,75,3,1
3169,84,12,1
2907,148,6,2
3152,345,12,1
3281,355,12,1
3362,204,25,1
3037,265,8,2
2686,324,6,2
3164,142,23,2
3040,283,8,2
2745,5,24,2
3181,273,10,2
2898,140,26,2
2695,340,29,2
2967,120,4,2
2866,162,35,2
3085,170,5,1
2744,55,19,2
2423,333,17,2
2949,93,17,2
2724,125,6,2
3238,122,14,1
3015,64,8,2
3110,307,5,1
3080,315,2,2
3102,245,14,1
3003,160,8,2
2818,37,2,2
3124,163,13,1
2812,74,8,2
2752,9,15,2
3048,127,5,1
2914,32,9,2
2754,274,39,2
3276,18,5,1
2974,309,15,2
3247,214,29,1
3178,151,20,1
2850,353,11,2
2841,328,16,2
3238,271,13,1
2869,348,14,2
2819,231,34,2
2908,56,29,2
2529,77,8,2
3253,173,17,2
2864,348,14,2
2788,34,3,2
2986,13,8,2
3305,29,13,1
2624,287,18,2
2862,45,13,2
2968,233,7,1
3173,351,3,1
2980,251,11,2
2942,86,7,1
3254,0,9,1
2985,270,5,2
3268,117,20,1
2782,169,25,2
3058,309,6,1
3060,255,19,2
2966,214,3,2
3033,257,8,1
3032,54,14,1
2683,127,5,2
2944,21,3,1
3139,28,8,1
2952,283,16,2
3301,322,11,1
2998,206,24,2
3207,248,8,1
3327,144,8,1
3221,78,17,1
3276,298,14,1
2781,191,15,2
2988,347,17,2
2782,291,25,2
2880,150,4,1
3122,91,12,2
2788,7,19,2
2790,101,10,1
2914,347,20,2
3125,107,5,1
3145,155,5,1
3365,78,16,1
2869,146,14,2
3096,328,6,2
3071,13,16,1
3129,90,10,1
3099,61,14,1
2895,75,8,2
3050,308,32,1
3243,242,18,1
3388,339,15,1
2678,27,10,1
2581,16,14,2
2908,274,3,2
3175,353,20,1
3231,307,5,1
3096,34,7,1
2969,284,4,2
3069,306,4,2
3187,330,17,1
2869,229,19,2
3012,252,1,2
2914,173,8,2
2855,31,7,2
2595,101,9,1
3257,180,3,1
3016,340,18,1
2928,148,9,2
3348,311,16,1
2829,315,6,2
3385,289,14,1
2851,295,29,2
3352,77,17,1
3145,6,11,1
3201,292,11,2
3104,274,13,1
3242,132,32,2
3093,309,18,2
2794,61,18,2
3155,254,6,2
3060,259,8,2
2956,87,5,2
3120,103,20,2
3257,241,12,1
3139,333,14,1
3184,196,14,1
3240,221,10,2
3268,178,14,2
2809,357,19,1
2932,342,5,2
3304,210,18,2
3010,331,5,1
2704,67,10,2
3040,187,19,1
2558,49,9,2
3190,213,15,2
2575,44,28,2
3221,97,10,2
2993,333,26,1
2838,6,7,2
2516,64,6,2
2583,127,17,2
2814,157,21,2
3042,45,1,2
3193,270,4,2
3230,327,11,1
2922,354,14,2
3326,294,10,1
3073,259,12,2
2573,128,17,2
3067,151,5,1
3234,300,14,1
2928,156,6,2
3151,313,9,1
3208,216,19,2
2633,314,25,2
2998,75,15,1
3076,11,2,1
3238,247,14,2
2928,76,27,2
3019,27,2,2
2700,352,13,2
3050,60,16,2
3091,184,22,2
2964,327,12,2
2944,358,9,1
3167,331,23,1
2933,79,1,2
3157,313,10,1
3162,63,15,1
3184,181,18,1
2914,130,19,2
3297,346,19,1
2983,239,11,2
3023,318,14,2
3272,319,14,1
2965,106,8,1
2705,330,25,2
2616,202,27,2
3247,292,11,2
3234,97,8,1
3043,272,26,2
2925,241,26,1
3122,41,5,1
2734,15,7,2
2914,117,16,2
2985,19,10,1
2788,60,16,2
3103,66,21,2
2767,101,9,2
3170,41,15,1
3421,198,9,1
3017,313,8,2
2705,146,24,2
2657,5,11,2
2932,122,13,2
2545,75,16,2
3151,9,17,1
3040,277,16,1
3106,45,8,2
2860,119,23,1
3390,69,14,1
3155,313,13,2
2998,339,20,1
2678,192,21,2
2706,50,22,2
2820,292,14,1
2980,231,12,2
3051,297,7,1
2963,6,5,2
3342,162,10,1
3132,95,12,2
3034,6,7,2
2979,115,13,1
3074,124,25,1
3229,347,9,1
2618,356,6,2
3287,180,29,1
3132,0,15,1
2828,227,21,2
2820,83,9,2
3187,67,19,1
3189,280,19,1
3027,256,10,1
3107,0,3,1
2909,215,10,2
3001,30,8,2
2687,296,13,2
2600,40,4,2
2878,28,9,2
2609,345,5,2
2948,326,12,1
3216,119,8,1
3152,97,12,1
3186,341,18,1
2792,0,8,1
3129,28,13,1
3495,22,22,1
3203,180,13,1
2680,342,13,2
2630,159,18,1
2872,352,19,1
3212,240,16,1
3254,66,8,1
3244,142,8,1
2982,28,11,1
2887,43,10,2
2926,346,14,2
2955,95,23,2
2972,52,21,2
3166,52,13,2
2929,54,8,2
3039,56,19,1
2767,315,2,2
2938,303,11,2
2798,337,6,1
2909,28,23,2
2932,119,16,2
2996,131,28,1
3393,190,11,1
2961,85,8,2
3265,40,19,1
2988,37,10,2
3088,105,66,2
3324,252,6,1
2774,332,4,2
2884,37,12,2
2812,278,34,2
3079,206,25,2
2740,339,21,2
2779,26,18,2
2894,209,15,2
2956,20,24,2
2998,55,21,1
3198,302,12,1
2839,20,13,2
3052,22,10,1
3259,45,5,1
2873,110,5,2
2718,351,10,2
3171,214,7,1
2998,65,18,1
2888,84,27,2
3241,129,33,1
3004,153,11,2
2751,105,18,2
2962,225,5,2
3308,122,9,1
2834,45,8,2
3083,5,10,1
2805,298,10,1
2995,50,8,2
3095,75,16,1
3101,90,2,1
3242,193,22,1
2668,65,5,2
2575,158,9,2
3270,240,8,1
3359,278,13,1
3152,21,8,2
3391,63,11,1
2716,327,22,2
2875,269,21,1
2793,54,15,2
2835,258,15,2
3216,32,13,1
3026,347,6,2
3081,241,13,2
2808,125,20,2
3232,62,16,1
3294,180,18,2
3125,142,8,1
2997,267,5,1
2959,32,21,2
2995,219,23,2
3262,346,14,1
2962,35,10,2
2968,250,9,2
3216,280,29,1
3267,24,16,1
3214,318,18,1
3116,270,3,2
3372,63,12,1
3027,172,13,1
3093,149,11,1
3237,170,19,1
2957,30,10,2
2982,255,7,2
2939,242,13,2
3047,169,4,1
3198,81,5,1
3267,46,18,1
2571,304,9,2
3232,150,9,1
2945,27,19,2
3167,43,13,1
3000,106,14,1
3268,131,13,1
2934,7,16,1
3381,275,32,1
3116,34,17,1
2995,45,8,2
2858,64,23,1
3037,185,16,2
3229,294,6,1
3006,61,16,1
2749,94,23,2
3172,307,9,2
3018,0,5,2
2733,37,7,2
3152,251,15,2
3188,162,5,1
2873,45,9,2
2977,219,28,2
3193,356,30,1
3142,347,8,1
3165,168,13,2
2500,290,15,2
2986,340,18,2
2931,308,23,2
2758,312,12,2
2998,72,5,2
2827,328,14,1
3266,22,15,1
3258,23,12,1
3134,13,11,2
3217,41,5,1
2734,167,20,2
2958,109,11,2
3079,2,5,1
3139,47,9,1
3132,309,16,1
3162,244,17,1
2942,280,36,2
2605,327,15,2
2800,52,10,2
2977,355,13,2
3080,52,22,1
2998,180,9,2
2646,39,12,2
2978,57,11,2
3054,290,17,1
3499,103,17,1
3101,303,16,1
3041,86,15,1
2777,58,4,2
3244,228,6,2
2963,173,10,2
2529,38,6,2
3138,324,15,1
3046,109,16,1
3198,10,12,1
2979,15,8,1
3040,290,8,2
3068,89,10,1
3080,90,7,1
3012,60,9,1
3238,86,11,1
3441,51,25,1
3118,0,22,1
2682,44,15,2
3179,16,14,1
3032,98,7,2
2937,210,30,2
3293,347,21,1
2997,42,13,2
3091,73,18,1
3100,344,4,1
3266,76,8,2
3055,103,8,2
3062,49,10,2
2755,51,9,2
3092,310,20,2
3213,243,2,2
3057,68,5,2
2768,28,5,2
3165,158,15,1
2887,33,13,2
2580,289,30,2
3263,105,16,1
3180,54,13,2
3143,72,14,2
3221,36,11,1
3168,0,3,2
2964,106,7,1
2547,299,6,2
2783,86,11,2
3116,157,21,2
2867,70,13,2
2470,317,16,2
2971,0,20,2
2710,34,5,1
3027,185,21,2
2928,88,13,2
3017,33,26,1
2972,6,9,2
3045,63,6,2
3004,89,16,2
2754,94,4,2
3070,88,19,2
3326,268,21,1
2975,285,16,1
2795,175,19,2
3169,327,17,1
3022,95,14,2
2855,109,17,2
3105,310,13,2
3204,59,4,1
3208,70,8,1
2935,11,13,2
3043,118,5,2
3073,13,9,2
3073,336,10,1
2861,50,14,2
3083,67,20,1
3111,342,6,1
3140,300,5,1
2929,148,12,2
2768,74,8,2
3001,148,11,1
2911,340,6,1
3231,98,27,1
3201,144,4,1
2837,65,21,1
2712,304,18,2
2613,294,32,2
2992,345,13,2
3144,347,4,2
3131,329,1,1
3100,14,14,2
3005,86,9,2
3208,48,7,1
2912,65,12,1
2891,49,13,2
3013,122,15,2
2924,34,17,2
2999,90,1,2
3192,69,14,1
2798,229,5,2
2571,134,15,2
3009,9,13,2
2894,53,11,2
3188,104,15,1
3026,57,8,2
2920,112,17,2
3058,163,19,2
2984,60,10,2
2959,67,12,2
3056,74,14,2
3151,22,13,1
2975,252,8,2
3289,221,10,1
3055,154,19,2
2956,103,13,2
3198,55,16,1
3206,315,4,1
3299,337,20,1
3486,117,19,1
2763,17,6,1
2960,174,16,2
3188,45,3,1
3230,308,11,2
3267,45,12,1
2892,341,27,2
3259,238,9,2
3267,309,6,1
2899,198,25,2
2883,67,8,2
3043,5,13,1
3091,208,14,2
3341,133,21,1
3061,175,11,1
3024,29,14,1
2612,83,18,2
2962,260,16,1
2945,239,17,2
3234,18,20,1
3353,101,5,2
3267,139,5,2
3222,55,16,2
3039,121,10,2
3223,250,18,2
3270,18,4,1
2650,127,17,2
2759,328,9,2
2594,46,13,2
2683,83,16,2
2774,9,14,2
2798,0,18,2
3006,52,9,2
2653,140,7,2
2936,311,10,1
2817,255,24,1
3322,280,24,1
2712,58,28,2
2978,50,12,1
3122,225,10,2
2795,45,8,1
3118,0,10,1
3186,259,5,2
3356,117,7,1
2951,37,18,2
3001,45,17,1
2964,97,19,2
2956,180,16,2
2989,239,35,2
2962,50,13,2
3022,28,16,2
3201,315,8,1
2955,229,10,2
3221,23,27,1
2874,337,6,2
2921,189,10,2
3136,32,17,1
2937,101,12,1
2911,68,16,2
3008,285,7,2
2883,135,10,2
2944,130,15,2
3147,262,10,1
2987,266,14,2
3287,34,7,1
2960,278,13,2
2894,202,16,2
2972,251,10,2
2946,93,20,2
3004,90,8,1
3031,45,9,1
2894,353,11,2
3112,33,5,1
3076,45,0,2
2994,221,14,2
2817,310,14,1
3144,207,9,2
2799,73,6,2
3024,204,9,1
2926,322,15,2
3288,45,6,1
3029,2,16,1
3011,36,8,2
2597,113,12,2
2936,84,9,2
2767,233,5,2
3184,99,6,1
3009,168,13,2
2886,64,11,2
3033,80,34,1
3272,149,8,2
3089,338,15,1
2978,284,12,1
3198,105,16,1
3088,47,8,2
3320,293,14,1
3033,71,9,1
3133,307,2,1
3304,297,19,1
3008,301,11,2
2988,214,5,2
3130,266,14,2
2835,188,18,2
2764,13,8,1
2614,88,16,2
2838,74,12,2
2873,129,27,2
2960,293,19,2
3026,149,33,1
2977,18,9,2
3037,176,13,1
2993,100,22,2
3057,356,20,2
3123,101,8,2
3044,270,6,2
2790,4,3,2
2975,38,6,1
3167,207,17,1
2854,111,12,2
3106,302,14,1
2737,42,6,2
3221,56,9,1
2866,251,31,2
2916,342,19,1
2768,199,9,2
3111,154,22,2
3347,133,19,1
3152,338,20,2
2901,128,8,1
3057,0,0,2
2632,9,19,2
3020,129,9,1
2755,105,8,2
3239,154,31,2
3149,196,11,2
2806,142,14,2
2541,93,4,2
2958,20,19,2
2840,8,13,2
3181,172,14,2
3221,11,1,1
2919,158,8,2
3061,318,18,1
3277,277,4,1
2863,305,25,2
3004,211,10,2
2866,331,16,1
3176,197,19,2
2924,46,20,2
2952,344,9,2
2860,329,10,2
3173,174,11,2
2832,65,8,2
3387,200,16,1
3240,210,18,1
3233,319,5,2
3090,296,7,1
2758,70,19,2
2883,55,6,1
3175,108,19,2
2815,77,15,2
3031,320,15,1
3082,285,5,2
2757,342,24,2
3168,22,17,2
3126,98,16,1
2775,112,7,2
2853,118,10,2
2873,94,14,2
3403,184,12,1
2708,48,7,2
2972,279,7,2
3223,30,18,1
3119,170,5,1
2883,92,27,1
2947,33,11,1
3215,64,18,1
3162,279,9,1
2698,261,13,2
3031,270,5,2
2985,247,10,2
2903,101,12,2
2764,87,8,2
3023,180,4,2
2873,27,3,2
2721,54,4,1
3134,211,15,2
2921,45,8,1
2893,34,12,2
3339,356,11,1
3032,293,14,1
3101,22,3,1
2825,95,9,2
2916,273,14,1
2917,326,26,2
3034,185,6,2
2926,238,14,2
3114,26,36,1
3244,254,7,2
2919,79,6,2
3008,107,12,2
3269,249,8,1
2995,180,15,1
3072,259,5,2
3032,198,9,2
3102,13,22,1
2970,181,12,1
3256,304,7,1
2962,70,8,2
3149,266,11,1
3097,67,7,2
2964,5,9,1
2883,107,15,2
3152,79,6,2
2735,78,14,2
3239,318,24,1
2735,290,17,2
3123,142,19,2
2852,316,20,2
2799,32,15,2
3253,236,16,2
2693,135,4,2
3151,78,18,2
3133,204,11,2
3198,353,4,1
2863,26,6,1
3115,308,9,2
2793,67,16,2
3176,265,24,2
2592,324,30,2
3188,60,17,1
2926,157,14,2
2962,304,27,2
3389,122,16,1
3059,51,17,1
3489,44,18,1
3304,82,12,1
3202,104,14,1
2909,9,13,2
3108,284,15,1
2764,356,4,1
2929,102,7,1
3208,352,5,1
3170,12,14,1
2968,297,7,1
3061,40,12,2
3018,41,5,1
2924,1,11,2
3025,55,6,2
2948,72,16,2
3176,286,22,1
2983,26,18,2
2705,211,7,2
2571,46,18,2
3083,52,23,1
3191,162,12,1
3034,0,6,2
2675,335,23,2
2822,312,14,2
3077,174,18,2
3251,265,32,1
3162,4,11,1
3121,90,4,2
3200,19,12,1
2859,322,17,2
3081,63,9,1
3092,87,27,2
2775,334,27,2
2802,43,15,2
2941,88,20,1
3163,243,17,1
3103,75,13,1
2589,42,15,2
3360,81,6,1
3223,71,9,1
3392,155,20,1
2520,268,14,2
3162,89,15,2
2951,18,6,2
3195,64,20,1
3357,65,21,1
2942,108,23,1
2811,118,9,2
3182,320,32,1
3010,100,8,2
3060,135,16,1
3162,45,4,1
3024,98,5,2
2949,135,8,2
3182,135,9,1
3278,62,16,1
2947,155,17,1
2829,133,21,2
2951,130,7,2
3037,150,25,1
3402,250,15,1
3038,62,10,2
3193,153,13,2
2929,50,15,1
2623,37,17,2
3090,92,16,1
3044,144,15,2
2861,143,5,2
3125,20,21,1
3037,217,2,2
3091,57,16,1
2985,280,17,1
3136,171,8,1
3292,193,12,2
3179,33,5,1
2643,279,10,2
3132,36,20,1
3286,41,23,1
3241,33,7,1
2924,336,15,2
3285,263,8,2
2859,110,14,2
3543,93,15,1
2726,156,12,2
3300,285,18,1
3278,306,15,2
3106,205,20,2
2963,282,18,1
3125,247,14,2
3183,281,9,2
3205,239,26,1
2926,104,12,2
2913,156,13,2
3281,293,7,2
3047,130,27,2
2896,351,14,2
3186,333,8,1
3001,42,7,2
3210,170,11,1
3298,308,6,2
2788,225,9,2
3197,255,12,2
2987,36,18,2
2889,307,7,2
2985,90,1,2
3146,234,11,2
2962,46,13,2
2869,74,16,2
2944,157,13,2
2909,288,8,2
2603,110,18,2
2744,99,6,2
3057,137,9,1
2939,354,12,1
2927,331,15,2
3024,95,13,2
2835,124,38,2
3212,70,20,1
3104,296,8,1
3127,161,11,2
3368,10,21,1
2956,88,16,2
2671,104,9,2
2921,95,17,1
3069,294,8,1
2781,172,18,2
2953,84,12,2
3194,243,16,1
2849,115,16,1
2965,248,16,2
3354,29,20,1
3110,331,15,1
2921,331,9,2
2885,32,14,2
2930,91,26,2
2769,337,14,2
3018,20,12,2
3078,335,10,2
3060,51,9,1
3213,332,17,1
2648,72,3,2
3494,100,17,1
3380,55,16,1
2850,273,16,1
2702,16,14,2
3214,344,22,2
3277,301,7,1
2553,123,20,2
2682,98,12,2
2851,71,32,2
3055,3,9,1
3103,168,8,2
3272,203,12,1
3055,100,8,2
2991,45,8,2
3266,179,13,1
2539,353,15,2
3103,63,2,1
2715,134,20,2
3072,76,19,2
2972,58,12,2
3176,329,15,1
2709,37,17,1
3190,104,19,1
2988,172,15,2
2911,70,23,1
3031,69,15,2
3050,274,17,1
3095,116,12,2
3042,120,20,1
3108,4,11,1
3116,29,17,2
2975,200,19,2
3242,135,1,2
3178,341,21,1
3093,207,28,2
2977,79,26,2
3359,25,9,1
3246,11,6,2
2854,31,4,2
3067,147,16,2
3280,253,5,2
2732,226,31,2
3113,49,17,1
2952,224,13,2
2975,99,22,1
3179,74,10,2
3093,180,18,2
3239,203,13,2
3282,13,8,1
3019,77,13,2
2898,326,12,1
3028,9,5,2
3298,16,10,1
2706,336,11,2
3444,94,33,1
3203,288,7,1
3026,307,9,2
3116,176,7,1
3097,346,16,1
2924,110,25,2
2992,90,7,1
2891,88,16,2
3245,97,11,2
2765,208,28,2
2886,356,4,2
2943,81,5,2
2926,358,22,2
3190,116,20,2
2827,108,5,2
2890,136,24,2
2704,45,10,2
2597,326,30,2
3247,276,14,2
3043,330,9,1
3419,201,4,1
3133,22,14,1
3133,333,9,1
3248,74,10,1
3032,338,3,2
2529,66,6,2
2947,344,10,2
2952,208,24,2
2945,123,38,2
3155,124,7,1
3234,301,14,1
2864,174,34,2
3365,52,15,1
3062,69,12,2
2852,141,9,2
3226,345,3,2
3121,148,15,1
2729,120,8,2
2941,356,12,1
3188,92,20,1
3286,212,10,1
3294,289,24,1
2778,104,9,1
2675,183,22,2
3024,333,24,1
3295,66,8,2
2625,81,28,2
2837,322,22,2
3032,59,8,2
2913,24,6,2
3188,121,19,1
3479,27,20,1
2705,308,13,2
2712,12,12,2
2827,45,7,2
3305,260,24,1
3042,282,10,2
3232,169,17,2
3212,166,7,1
2965,91,11,2
2749,36,8,2
2749,22,8,2
3100,302,6,2
2978,225,3,2
2829,22,37,2
2984,29,2,2
